indice_tiempo,agricultura_ganaderia_caza_silvicultura,pesca,explotacion_minas_canteras,industria_manufacturera,electricidad_gas_agua,construccion,comercio_mayorista_minorista_reparaciones,hoteles_restaurantes,transporte_comunicaciones,intermediacion_financiera,actividades_inmobiliarias_empresariales_alquiler,admin_publica_planes_seguridad_social_afiliacion_obligatoria,ensenianza,servicios_sociales_salud,otras_actividades_servicios_comunitarias_sociales_personales,impuestos_netos_subsidios
2004-01-01,65.99535021807492,42.54786775960567,100.7044990358751,91.45461030871807,99.91798255351931,95.9380474530423,92.06533783698931,108.41168235047203,95.50672550581247,103.8902559331949,91.41838181645646,97.26126782495695,95.62769506542772,94.19839355990248,97.00617764220874,98.3148555955895
2004-02-01,64.92659776537022,62.440770600668316,95.41418582146751,89.42485185270863,92.89344027217716,98.85338769931154,91.4647184549155,103.44825644014013,90.73641381150813,96.48146398756707,94.04697785156941,97.88228480743238,96.08424638742525,90.31346220534452,96.83613489123869,89.72999976417917
2004-03-01,110.66655949085373,174.08464601017343,100.25103841449805,101.42643285289911,103.77021006661795,103.12452920231961,109.12777978859177,101.0618421535548,97.17580912674539,98.30456801948347,99.64872482538144,97.7184588847403,96.38030439218049,98.0814880028068,96.15504322897569,99.1391189515047
2004-04-01,150.06592035600744,153.8776382756672,96.69754719789138,98.43731178277758,97.0098487517803,95.81549161968314,99.42014095632524,93.24299923099592,99.70693254611032,95.3158956976717,97.60226068857601,98.4055416204263,97.71186743483784,102.18434539466101,98.08313722746847,98.3217698965634
2004-05-01,209.38807630870556,132.35766446086802,104.10053344597175,100.35313827560788,102.47182526012439,97.99456691591435,100.53274443266969,90.9852602514906,105.55243660699769,97.00467097650875,99.8034928949714,99.20851776084743,99.13688775469664,102.76126474050066,98.05434869746522,103.82546299883985
2004-06-01,144.66131892695208,158.95985830761643,100.67785279683703,100.66693075399978,101.91111618061552,99.15678357520751,104.34201574712796,90.55608355379577,101.67564570697552,97.31215316503452,101.71298297929216,100.44540491248367,102.20950891488643,104.26445708823915,99.76658305409597,105.96429118242318
2004-07-01,94.8624643575419,77.4033392711031,100.8017412567892,102.50853353708393,105.41653944029727,98.90599790877408,100.8272219979002,99.05111939030186,99.83019995361455,99.01951232124716,100.85959206909504,100.16518520906278,100.500092269058,101.8439723826757,108.73009624594619,103.83952358315376
2004-08-01,64.86115725394072,99.29888043955242,102.27351330809226,101.01093955827332,103.97781467084899,102.03281151242167,99.55236758031816,98.17050375461078,99.2236969419032,101.1803112765918,101.57448020082933,100.67622816822595,101.3931506083962,104.49315763460505,100.45682005864171,103.10351301414325
2004-09-01,60.749898024587466,68.15817989055986,100.58407732540546,102.56271800938768,97.65631536795324,106.81512672912761,99.96031607873131,100.05104504398903,98.89114536318195,100.80853161089038,103.00433717602115,101.52658512871714,101.80328263566352,104.6999377535065,99.92451551768158,100.83807621030441
2004-10-01,62.6692643948672,84.44641731793372,101.39272794152402,105.90568801256933,96.18752545347111,97.84211306402896,101.16295679513598,102.93943101065378,101.57252379302936,102.07930459957161,100.69115399702089,101.68980591346828,102.21213248534436,100.22067124088095,101.16163986392151,94.76383515619794
2004-11-01,78.41525035315105,70.43561462318554,96.38346903497334,104.37510684609097,95.06963333711947,101.65557420428593,102.41598293877985,106.49311079692086,104.54272103781288,102.96217070408062,103.28028127358648,102.03611720607452,102.50137288754718,99.69656165027571,100.02634228314047,100.22598795780688
2004-12-01,92.73814254994757,75.98912304306637,100.71881442067479,101.87373820988374,103.71774864547531,101.86557011588344,99.1284173925149,105.58866602307442,105.58574960630847,105.64116170815811,106.35733422720028,102.9846025635643,104.4394591645364,97.24228834660124,103.79916128921558,101.9335656892939
2005-01-01,65.69547159432358,35.83964076200325,101.1973097523045,97.29836903486196,109.06421829500736,105.31704600911682,99.65136700126264,118.47379272180471,107.25697754900058,105.08495302754406,95.90729859079447,102.39479474569761,101.47356974921009,103.77331517610253,106.67906149790865,104.69782667466885
2005-02-01,69.20974870188769,88.96042743406443,93.22341074994272,94.70784582006063,99.19242475429753,109.0146911771433,99.73581884315455,112.70657486022917,102.01017056689908,102.1031368244808,98.55162758603817,102.94993710971457,102.04401598311159,99.89042502899608,105.45618284877602,94.30116442361016
2005-03-01,138.56357694528728,146.68698068088452,101.59124822950987,107.56973699280914,107.90897686046176,114.23107350056061,118.32504856008126,110.76757419396486,111.18570600217686,106.16691484159573,102.9795926349769,103.54587795955952,103.90570074703818,110.52482489343409,104.69417790170992,106.25889101891708
2005-04-01,208.89982274353596,122.48874139651107,99.12523605748072,107.55165695688387,103.21116586064156,108.78738358105183,112.52418024433308,102.6942970993951,115.2244549419971,106.6390622814397,103.97995931894646,103.45544659536006,103.64102188069391,109.49178290107928,106.03203852141105,113.87392708147912
2005-05-01,294.8643953878796,193.2542459638483,104.30551499883155,109.43598963539675,108.03870550347574,111.05513420882332,115.05014023436289,99.66979847216389,124.37399469228238,109.78718274940775,105.89731637906559,104.50985165589404,105.178237220573,111.68503007074344,107.59592595469374,119.64238777588989
2005-06-01,197.5538122916128,110.95701359643498,99.49474596279319,107.96514088593476,106.26374951934534,111.98182845028131,112.99622366243307,100.19354705742727,118.4790365159009,110.43084237136986,107.11669986859758,106.00524995174152,108.16450822979897,117.95139068568794,110.56180305535999,109.59798829536096
2005-07-01,98.41302758621259,74.54624769989273,104.12866353372219,108.63270529476243,112.6538681068171,108.84565036469876,109.8562459123376,113.50016323638403,116.43925973497925,112.5399216996601,104.60414876500121,104.98282025654203,106.39712196242621,111.83936674972071,122.563695189541,104.97673864861905
2005-08-01,63.85265894213289,56.440577866150306,102.77976777394726,109.72188949804453,111.99117586457983,113.68084342613105,111.87006517427145,114.8998000579726,115.39256067219065,110.38335025686195,107.84917603318915,105.45171341009937,106.77496098010084,115.49027680513761,112.0117270366349,107.9252874609542
2005-09-01,59.38842448280425,41.207362314270675,98.04109165134325,108.68921897515523,105.81064033364203,117.97641810333542,111.40217113512915,117.74851946197218,114.5851645326115,110.35222087228576,109.22297621853548,106.24348728225795,107.72229822977802,114.0553150126417,110.60942269487246,106.6334102373879
2005-10-01,60.6583916651754,61.357364220728016,96.29387589966232,114.31417158097794,98.78331387835249,113.89161572595339,109.47016007796479,117.43116437235497,116.54990830378311,110.89907451489059,107.44325842088347,106.86252564405481,108.08091547456986,109.39494041351215,112.49781435705285,100.04418342195542
2005-11-01,79.32336043753462,67.77852541447079,97.36115215614802,113.20834016181769,104.51266770747864,117.74808230330278,115.19793299122168,119.79388513272507,117.49112053362305,114.05774375156999,109.87130673485443,107.92399877306778,109.36643651437213,109.2192290186384,112.20742018927066,104.7114833507616
2005-12-01,100.75216208646012,108.2470392351798,98.73506730684903,109.98284644975871,105.97125884140588,117.10220305068346,108.93113502508984,117.4446073456659,120.37942689708628,119.60863239605885,114.80660898994593,109.46518302806032,111.0276615892803,106.17910070713756,116.75268963453695,110.95259462646088
2006-01-01,69.22547688979272,44.49589099160279,104.02547822475316,104.86740338757892,110.89814418709109,122.05353548217937,110.07994716904778,132.76064908397097,120.53438026177834,121.1875203256617,103.11969522513758,106.06539634362797,105.61424361869565,107.20996810544455,119.76304489844568,112.99299672188172
2006-02-01,66.79993515028158,152.81713060666348,94.47667916294625,102.76879686969976,105.97879012029054,123.93132505361568,110.1388472690852,127.92916338827219,116.16327035805698,115.14633993998214,105.62499078091874,106.55129342370006,105.87649891566883,103.17925862155339,114.79023313424754,104.86422697267481
2006-03-01,126.90148536540092,238.18479937491816,106.30049057849604,118.4169295174283,107.80846500016688,128.2795620483111,130.60248978599466,126.34650265751088,125.89130837722755,118.8787343047331,110.9270741910802,106.51618329782508,106.4849151783533,110.66654976482337,115.67678077183716,115.72576921482778
2006-04-01,190.8932594512731,212.9558770853929,104.06232806848172,116.27656379656308,103.30812404244445,121.06323839661277,119.69960614902122,119.95938108961903,128.24261287306604,116.671626256104,109.55963446528317,106.16647225800222,106.48940512144154,113.79316898104793,124.47528641611886,118.8334615196345
2006-05-01,279.8455751410243,264.9244956064972,109.14778319025903,118.86464832069062,113.83030270590797,123.6345336493748,125.38776142941701,114.01018862831866,137.11278422871595,120.75039508303405,112.86654107060588,108.24069927370759,109.95545278008944,115.6197298906747,121.67593661444187,126.17728874952645
2006-06-01,188.6573650087686,183.92299961877285,106.29549964163019,117.28654556936536,116.36176738876209,123.04387860618962,124.089641585853,113.57675957836602,131.55583310362056,124.12378407457263,114.64181596647083,109.73536841020032,113.1356389861569,119.51321615711934,118.5305534920083,119.05001251380077
2006-07-01,103.80806059487988,153.0980783225789,109.34349281382126,119.78074213672392,118.15558214469775,126.59829794059057,121.81954176105575,126.24678186230716,129.90727592241652,123.79528186882386,113.9802074632504,108.97220421301697,110.93059150416103,113.40797262538358,134.38200139148455,112.85257418877023
2006-08-01,71.2544527840865,162.44218032488016,107.52376962357029,120.7443974957074,119.41583852801693,128.15126651198253,125.43097840785731,126.72357669459835,130.90287167572222,126.59749876944252,113.75738946752014,109.83618379088882,111.71014314655727,118.97511825135906,125.08217374991506,120.3181917108528
2006-09-01,66.92231897006003,102.8218873821266,107.0166313267876,119.7106543220991,109.77899163860454,131.87538002531082,123.16276868717833,126.64824506737062,130.17492225964443,125.7779115024296,114.54726918822536,111.0279642897677,113.17141916699018,116.19523950045144,119.39897417564372,118.08445056947545
2006-10-01,62.94513535066749,110.57112376295186,109.48227680702465,124.1158904033081,112.62058228146405,127.96110870257027,124.44132917177957,128.57783375686762,132.224797003083,130.1814453673093,115.52887477223533,110.56394555944924,113.35876791035464,111.84534814568269,119.82164753873919,122.25583329995277
2006-11-01,80.07303428178055,63.65408366750928,98.2296726806412,123.80692847607784,110.51193217223496,131.10738675413896,129.7340667183079,130.71584626110976,134.12269963587892,132.01831998294654,117.10426842378962,110.86948575427485,113.81305186894284,111.26478247447879,120.52661429096557,121.68577543181429
2006-12-01,97.56011519930298,82.96292841646093,104.99298455301889,119.74174704709736,119.22396083304716,128.95722387346774,118.90351803992705,131.13681697287012,135.47009941819937,136.39177855775918,120.91719968221722,112.09775240438664,115.03008219292292,109.26234821968986,123.115793259659,127.9270394608093
2007-01-01,69.90778195841668,50.88752580623242,102.20540890235199,109.93223324576509,116.55530516220442,135.751238143709,122.23919106504033,148.9069153880401,136.60659645904616,140.95887130924027,109.43889451324571,111.90410041898843,112.18968237435227,114.39913290624091,130.8773951477989,124.17779795155342
2007-02-01,69.77520594008733,72.00833004373763,94.44748923752958,109.69851867768914,110.69663982933307,138.79714457533393,120.4578971615571,145.14225991431275,130.76190881599757,134.14478871711805,111.0866843043411,112.5604037906343,112.72931905042871,109.76855765326515,128.38995881288415,119.18907128025364
2007-03-01,135.0705144673572,247.66896035037828,104.58110049693461,126.88270382498312,114.42696410977851,142.99603944525325,143.638585226195,141.37959547308338,142.63669581282272,139.42220799572493,117.47126336276246,112.68684089297119,113.43394846009436,118.64032435033585,129.10292037022904,133.17044937528382
2007-04-01,221.84990548357524,255.2824212967319,103.14936532253986,124.85819169970812,110.87351217824026,133.47483141983872,133.59184747695164,134.1722689458275,145.60313462864846,136.65726164801654,114.59945213931366,112.16894884860082,112.80428527653625,121.85408332049283,124.68581446560738,130.4219797678401
2007-05-01,329.80886068857546,253.63221809073568,106.497243696535,128.45394300314825,120.482744306566,137.02396392952184,137.27301397968213,126.8185925449874,156.85604721329895,141.05530438062058,119.71589743228877,115.21380783836315,117.164658965588,124.18883005548184,130.8014047707643,144.17869095115842
2007-06-01,219.70144711394153,180.29198879565078,102.77532057191836,123.61381633312189,118.91858938656186,135.98658581513553,136.94504750674477,124.5190470978934,150.3763541544569,143.65222867025258,121.31784010604233,116.44294170444181,119.71262377767557,128.1628786692827,131.71204264809072,135.61875857941516
2007-07-01,109.57605605554018,158.41212693114653,101.30076108488886,123.18963123418615,117.67897703960853,142.82248956396933,135.91222633375637,138.49153419471563,147.58889346079556,142.17834820947422,120.39366360494792,115.08763434724796,117.83415056824256,120.01476844025774,147.5314632715409,138.20002485973453
2007-08-01,70.40974558545918,105.2736651044694,105.42477214833659,128.42225287656314,118.00215992937572,144.03194638961224,140.2845550930463,135.97772721446717,146.79564466649921,145.02093254871346,122.0194411692235,115.32336037795187,118.03770501328611,125.22863182507929,137.9500936382099,142.52071772273376
2007-09-01,64.36351214318887,80.56721676057548,103.2431409863342,131.0845524612863,112.13813494585708,144.63339541365633,137.95223882129494,137.3639835410913,143.87713398750367,139.8808425828213,121.01716369789503,115.49902392336564,118.03152570918509,121.54790247072893,129.39773510485693,130.43783428305028
2007-10-01,66.72752242065343,67.21370237830521,104.56882813842586,138.76001032246342,111.84104765531319,142.74653235440883,145.73802454403565,141.39326340180725,149.04246046238984,143.9614485596052,123.77767541604257,115.86998683901211,118.21041033886594,118.93247019961433,127.4444976019856,141.21272198930285
2007-11-01,83.96480339792302,53.16505935178966,97.3397027701706,136.61399284174945,110.52502742808707,143.21543421406665,146.75402379018402,144.96854891712624,148.8728545325129,144.28542671203786,124.3561397274128,118.35075015218703,121.1384307743055,118.95043626880188,127.50050464629632,143.09453249700726
2007-12-01,95.88479503204245,68.61519552058442,104.53255570094025,130.82770708317463,120.25046739706984,138.39450886846663,133.34146415988798,145.04544828527528,150.373182056015,148.16452793535768,123.24750798738926,119.02682880163647,120.6705833649399,116.21404830039177,129.11811548712458,146.0335125254363
2008-01-01,66.47801641256754,34.15549663316978,101.51195521407632,121.84460251251801,125.75604821236348,147.91516654997884,137.41853265028573,156.68158356482354,152.2399948665676,153.10121522328177,118.04549995986385,113.80870976136907,112.82230663923187,122.65755937792113,135.59705210200227,153.06471700491437
2008-02-01,68.68449956340437,58.973009445759104,97.65460589841184,119.05995651145108,119.22420046446574,150.6273930608785,134.87469950281096,150.98106793772195,146.2376918309528,146.66367464589192,121.34102912444735,117.07542146710281,116.67435910124134,115.68527529924029,134.30506192738667,137.32474391622623
2008-03-01,134.99408222831698,157.05404450748907,104.3975309769033,129.66358358865563,120.24885565491358,151.29946177326383,148.09037630343897,146.14582806558045,150.31606698601718,144.80846349557507,121.38912080370055,117.22839011269328,116.98169599668276,124.81950538588549,134.57424716086393,133.63402358675833
2008-04-01,220.23861776540605,239.9133449963601,100.58560131901508,137.31360119082652,114.97870835770038,148.68452806066657,156.59720886749764,136.05824921923144,158.74103249197242,149.61237526085122,125.82177399766734,118.0264345043607,119.2546594948615,131.24947544440994,136.27306821377988,149.34152145341386
2008-05-01,321.72079167699036,276.5282460067393,90.95122591610544,137.48692679263272,118.28109800862512,149.09925671538545,153.4563222387674,131.38467916913126,165.8886876707595,151.21576755705632,127.5940226681952,119.15231349574023,120.97954556625537,133.85054703069312,139.58975169930812,152.49572268947261
2008-06-01,211.8574063579053,225.7896697735379,98.07132624113787,128.3331933139324,128.41279912589087,147.06545827938766,142.7097119445634,125.22450016487801,154.64867156371932,150.23474516528833,127.53844076174722,121.38057189351841,124.62259481972704,135.63150198400152,141.66702885979393,142.06605020382926
2008-07-01,110.97878916724049,172.39082079228044,103.67886656555925,136.75464398717628,123.69675272440155,152.13607228741924,152.20250572879812,138.95826040100698,157.1299332163339,146.8522441297427,128.8479414144638,120.76670239650949,123.58799741086185,129.9815776473133,150.49598298441296,148.20685812469162
2008-08-01,70.81371768294936,176.42805181909824,104.7690757202395,134.09633833760543,126.32092835942453,149.61282870956884,142.84046117963499,139.44352450932402,154.04952785643948,155.14314259933852,126.00455452709842,121.2643409953161,124.28775827476,133.08794294648766,143.81542258494804,147.1800277884479
2008-09-01,67.16126081328645,86.88274612830962,102.46918390941443,140.77953420754767,120.10366459599464,149.9884182956422,148.4033004985393,138.45377954194683,153.65089143614958,150.6796872952446,127.33158854294209,121.77432162341779,124.79368274368979,131.10744153644066,135.8332245929618,146.6541300347355
2008-10-01,66.49249092185,107.5985181415079,104.91980742902918,137.1768346987664,112.85634415709369,138.28099383243503,144.9394336067809,137.8561251217705,153.61916816575572,157.18485733348476,127.93237151143988,121.05672422638261,124.76942606796761,125.55961409217255,136.5405465966986,143.9567675364367
2008-11-01,80.22294439167362,62.395208308181516,102.7210027897308,126.10218323606061,118.13283785175992,136.19410912263317,133.01684674833652,136.7302807628144,148.6696283195515,149.27482333877236,126.4361362615453,121.86255956084138,125.22744295410806,126.03621923177111,131.0257576965755,134.70235500570507
2008-12-01,79.39646137759492,79.54291075834153,104.38528222102086,118.48941706194675,121.37017991905891,129.50511727638553,126.03383198501584,134.54158794451033,149.33867847886512,150.46492719398523,128.64941093413046,123.61002971248536,126.6338210965126,122.04310971428373,134.152551361281,134.19816839772722
2009-01-01,58.550110188192846,34.84538347411296,104.92021943897858,105.19122716063418,124.30867642090844,125.9926103465463,120.26611512693212,146.41676857782332,146.82269400610818,152.4208901279487,116.23293503749763,118.98874475745716,121.22617348437356,131.7532838265061,136.33251586408423,132.2135417228646
2009-02-01,62.707009732469054,53.183475480476105,97.66843706202266,103.2542688057047,113.49132226967409,126.56238303013943,117.65103787028401,140.2052778569459,142.49545482074012,145.76916422211744,117.4060909409045,120.88067630996422,121.27728797497868,123.41541761696834,134.2412795331216,129.24460917001466
2009-03-01,107.09319052230025,130.07122524485163,107.07210156729407,117.24067998885847,123.53952813018414,127.48665890435443,137.40331090760094,133.27103918880348,150.89527198341798,149.99450809687116,121.14499821460821,121.17669049917225,121.67567830181515,133.27847695214484,131.09911754164324,132.91429324292955
2009-04-01,131.0723156508964,154.14665011951348,102.09553837851706,119.35512849489496,115.48843516100733,122.06601567142745,129.50055609682792,133.0724098124462,154.7759925739387,149.2728195842145,120.43155621565059,119.10548427629368,120.83436518646391,140.98607229821016,136.44364762983793,136.97403987723632
2009-05-01,187.0135334607809,179.4206768838544,104.00745314666267,120.74205267065281,121.93546020488392,121.64189335339725,128.64429641567438,129.25188004100195,159.66237476173646,149.04959844766233,121.13458529200909,121.00532650577796,123.14612055591016,143.870562111261,137.482344826256,133.76604022255282
2009-06-01,129.43470830612264,125.08378172878932,100.34862455531118,120.0373126432513,129.85825857690347,121.74693888608135,132.88543726489834,126.9388971847407,156.7849290790577,153.874325021732,123.94397029899213,122.67577454616318,126.24964626313664,144.1333233500923,137.62644941995615,135.65390780820468
2009-07-01,89.27758843628466,96.404356123261,103.1589094948696,124.92474390139266,130.82581437115704,133.13331105707627,135.41130893810777,128.2002691644654,152.93956954262094,148.30135884257402,121.54043751599102,125.278336042841,128.08029661298846,139.58517393426476,142.763720882865,136.22453225970642
2009-08-01,64.71539160627977,148.11396904710844,93.87471046524458,125.41000634488191,120.69718959841447,132.86596287813248,132.06273242286534,129.63057670108407,151.22961475407993,150.2791759015469,122.72013277714993,125.52439519594718,128.54416190059092,142.92644076944737,142.72815315368823,131.0321337735499
2009-09-01,63.05629992187119,148.60767996724667,100.19596736919351,126.60793169522697,116.35778027763098,133.30444227223046,138.35081528446221,133.84814419413212,151.80211800452494,153.10300058183145,123.72933296755271,126.95438008970127,130.46839943523125,140.68604952812797,141.19617067852587,135.98498874065635
2009-10-01,62.25635498301687,116.24534897203027,104.92290556099518,133.75188463092303,115.25899150635306,131.41323600541008,139.5227777821374,142.4203407994947,154.80997789906422,149.42292328433794,123.4427882967837,126.32222709807613,130.1782090723927,134.16397811986775,138.52840415507438,132.92653001802876
2009-11-01,76.30145203997392,80.85367500448413,98.98984936941683,130.6205579379959,114.36469368758677,131.432858653804,138.41926971038802,142.59640885998368,154.37511679165553,149.4615259785315,124.60679275800042,127.26531525836249,131.00838508647828,134.51405639805677,138.42491426062693,131.99231131432614
2009-12-01,72.47820120409887,76.17507551938573,101.89215501544244,126.19625364284484,115.64739749179114,127.36768070649131,131.5607060057738,142.05161991048917,155.65148603030374,151.3909593613064,128.82137105637622,128.59686704668215,132.21059284703296,130.05421731677268,140.8480439268904,135.5649184681248
2010-01-01,56.01882924009405,21.87595456758976,103.62414765765587,115.15503247006613,124.13139388503957,133.2283522851464,126.13969920224662,156.7428572642385,156.11257332755903,148.76434227689523,120.26391482922403,126.62219466254983,127.58770327596336,136.42043896927385,145.74326384462034,134.13865387898213
